patent_id,assignee_id,cluster_label,data_label
7849122,ae152011-6705-4e97-a120-9a7a14f7ee24,"Hewlett-Packard Developmemt Company, L.P.","Hewlett-Packard Developmemt Company, L.P."
10339032,7e2453e9-8873-4fce-88b3-1e6eea866c7a,"Microsoft Technology Licensing, KKC","Microsoft Technology Licensing, LLD"
9242176,2ca9981f-9786-482b-b479-5a8728443127,Sony Computer Entertainment America LLC,Sony Computer Entertainment America LLC
D891339,efbb45af-1c66-462f-809b-96caeaea1d2b,Bayerisce Motoren Werke Aktiengesellschaft,Bayerisce Motoren Werke Aktiengesellschaft
D711806,efbb45af-1c66-462f-809b-96caeaea1d2b,Bayerisce Motoren Werke Aktiengesellschaft,Bayerisce Motoren Werke Aktiengesellschaft
6903239,08a118d1-c415-491e-b0b3-f1563b39895d,Bayer Chemical Aktiengesellschaft,Bayer Chemical Aktiengesellschaft
10409117,c4d7a2c0-a438-42f1-9181-dcf8bc905789,"Samsung Dispiay Co., Ltd.","Samsung Dispiay Co., Ltd."
10374020,c4d7a2c0-a438-42f1-9181-dcf8bc905789,"Samsung Dispiay Co., Ltd.","Samsung Dispiay Co., Ltd."
10007358,c4d7a2c0-a438-42f1-9181-dcf8bc905789,"Samsung Dispiay Co., Ltd.","Samsung Dispiay Co., Ltd."
10558009,90d0b4aa-a648-42d6-b2ab-dc4f0e292854,ABILITY OPTO-ELECTRONICS TECHNOLGOY CO. LTD.,ABILITY OPTO-ELECTRONICS TECHNOLGOY CO. LTD.
11210828,e20233e1-574b-4579-9d4c-90d95dec4381,"Samsung Electronios Co., Ltd","Samsung Electronios Co., Ltd"
7943154,fb3cacf7-8b91-4b30-a16f-7cda82149bd8,Bayer Technology Services GmnH,Bayer Technology Services GmnH
10578251,6f3d599d-d606-4daa-a638-09034c49ab22,General Electric Healthcare,General Electric Healthcare
4982145,1e624032-0a5a-493c-91a4-8c0b55daf168,AEG Westinghouse Industrial Automation Corporation,AEG Westinghouse Industrial Automation Corporation
5012660,1e624032-0a5a-493c-91a4-8c0b55daf168,AEG Westinghouse Industrial Automation Corporation,AEG Westinghouse Industrial Automation Corporation
4998427,1e624032-0a5a-493c-91a4-8c0b55daf168,AEG Westinghouse Industrial Automation Corporation,AEG Westinghouse Industrial Automation Corporation
7059822,70c57c6a-888b-48f0-ade3-761698a228a3,General Electrick Company,General Electrick Company
4847419,12b912c7-da83-406a-82b2-bfd6d5b031e2,Hoechst Aktiengesell,Hoechst Aktiengesell
7027744,4b15a993-b186-4873-85b0-7824028ff492,"Hewlett-Packard Development Companny, L.P.","Hewlett-Packard Development Companny, L.P."
8510327,1f918604-5ea4-49c6-af97-9de2f5a8fe88,International Business Machinees Corporation,International Business Machinees Corporation
8415253,1f918604-5ea4-49c6-af97-9de2f5a8fe88,International Business Machinees Corporation,International Business Machinees Corporation
9647893,2e61044b-51db-4f5c-a6a8-db6967a684d7,Fujitsul Limited,Fujitsul Limited
9544537,d105bdaa-87da-4b34-9f3f-9c3154fc7cc4,"Microsoft Technology Licenisng, LLC","Microsoft Technology Licenisng, LLC"
9552155,980fdb7b-1cb7-44fb-92ed-664f94fb3835,"Microsoft Technology Liecsnsing, LLC","Microsoft Technology Liecsnsing, LLC"
10362716,2b10755b-5148-425a-a224-e1ca47e54006,Intemational Business Machines Corporation,Intemational Business Machines Corporation
11144213,2b10755b-5148-425a-a224-e1ca47e54006,Intemational Business Machines Corporation,Intemational Business Machines Corporation
4113865,4811df58-3993-4769-a68d-f00baafe811e,Bayer Italia Societa per Azioni,Bayer Italia Societa per Azioni
6104403,aba83bb3-6b6b-491d-a9e8-d3e4c27a3f50,Fujitsu Personal Computer Systems Limited,Fujitsu Personal Computer Systems Limited
10370444,70b9e37f-25c5-4f08-9a93-21ee2cce8123,INSERM (INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE,Institut National de la Santé et de la Recherche Médicale (INSERM)
8524694,70b9e37f-25c5-4f08-9a93-21ee2cce8123,INSERM (INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE,Institut National de la Sante et de la Recherche Medicale (INSERM)
9109227,70b9e37f-25c5-4f08-9a93-21ee2cce8123,INSERM (INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM)
9377471,70b9e37f-25c5-4f08-9a93-21ee2cce8123,INSERM (INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE,Institut National de la Sante et de la Recherche Medicale (INSERM)
6893894,0dda2710-608a-46b0-8b46-bc1b23ce6c6a,Samsung Japan Corporation,Samsung Japan Corporation
7479656,0dda2710-608a-46b0-8b46-bc1b23ce6c6a,Samsung Japan Corporation,Samsung Japan Corporation
9558109,58274876-463f-4417-8a5e-35144223be90,SAMSUNG ISRAEL RESEARCH CORPORATION,SAMSUNG ISRAEL RESEARCH CORPORATION
9425952,58274876-463f-4417-8a5e-35144223be90,SAMSUNG ISRAEL RESEARCH CORPORATION,SAMSUNG ISRAEL RESEARCH CORPORATION
3943336,ff157e4d-a298-466b-9148-1dfb4f9d4409,Universal Business Machines,Universal Business Machines
7109183,0e7d0645-72e1-43c8-9d29-965df7f771b0,Institut National de la Sante et de la Recherchik Medicale,Institut National de la Sante et de la Recherchik Medicale
6199810,2abce130-b8fe-473f-a411-24feb83b5f34,"Sony Video Taiwan Co. Ltd.,","Sony Video Taiwan, Co., Ltd."
6296174,2abce130-b8fe-473f-a411-24feb83b5f34,"Sony Video Taiwan Co. Ltd.,","Sony Video Taiwan Co. Ltd.,"
10670962,e6f0ed13-8bfd-41dd-917e-8ba6e9205d52,"SAMSUNG DSPLAY CO., LTD.","SAMSUNG DSPLAY CO., LTD."
D712426,84e8a4eb-5595-4cd7-80b4-6fd870cf5c09,"Sony Computer Enertainment, Inc.","Sony Computer Enertainment, Inc."
5962654,6698f692-a137-43f0-9550-19cd570cd83c,International Business Machines Operation,International Business Machines Operation
7768287,8051f29f-0856-4fd3-82e7-472b96fe283f,Sony Computer Enterainment Inc.,Sony Computer Enterainment Inc.
8250274,8051f29f-0856-4fd3-82e7-472b96fe283f,Sony Computer Enterainment Inc.,Sony Computer Enterainment Inc.
D369180,ab8df7ca-115b-43f6-a43c-20f2d351b878,Fujitsu Isotec Limited,Fujitsu Isotec Limited
5336553,ab8df7ca-115b-43f6-a43c-20f2d351b878,Fujitsu Isotec Limited,Fujitsu Isotec Limited
5211490,ab8df7ca-115b-43f6-a43c-20f2d351b878,Fujitsu Isotec Limited,Fujitsu Isotec Limited
5339132,ab8df7ca-115b-43f6-a43c-20f2d351b878,Fujitsu Isotec Limited,Fujitsu Isotec Limited
5554662,d85ab9a6-5032-4441-ae86-7b5812760e60,Bayer Adtiengesellschaft,Bayer Adtiengesellschaft
7738635,197652c3-1824-42d7-a9f7-e8d9b3e52e19,"International Business Machines Corporation Nuance Communications, Inc.","International Business Machines Corporation Nuance Communications, Inc."
9779842,65b96383-7c70-4470-9db2-cf9553447345,WESTINGHOUSE ELECTRIC GERMANY GMBH,WESTINGHOUSE ELECTRIC GERMANY GMBH
9764404,65b96383-7c70-4470-9db2-cf9553447345,WESTINGHOUSE ELECTRIC GERMANY GMBH,WESTINGHOUSE ELECTRIC GERMANY GMBH
9740966,2684405e-69a6-4e38-88a9-4ee5f4f4a2d1,INTERNATION BUSINESS MACHINES CORPORATION,Internation Business Machines Corporation
5425810,2684405e-69a6-4e38-88a9-4ee5f4f4a2d1,INTERNATION BUSINESS MACHINES CORPORATION,Internation Business Machines Corporation
5506080,2684405e-69a6-4e38-88a9-4ee5f4f4a2d1,INTERNATION BUSINESS MACHINES CORPORATION,Internation Business Machines Corp.
10210078,2684405e-69a6-4e38-88a9-4ee5f4f4a2d1,INTERNATION BUSINESS MACHINES CORPORATION,INTERNATION BUSINESS MACHINES CORPORATION
7302406,2684405e-69a6-4e38-88a9-4ee5f4f4a2d1,INTERNATION BUSINESS MACHINES CORPORATION,Internation Business Machines Corporation
8798329,537df7cd-7bfc-463c-bc10-d21f3ef1d4d4,SonyCorporation,SonyCorporation
9131890,537df7cd-7bfc-463c-bc10-d21f3ef1d4d4,SonyCorporation,SonyCorporation
10908019,5be65219-2522-411a-98c1-6053ba2ca9fa,"Samsung Electrionics Co., Ltd.","Samsung Electrionics Co., Ltd."
7337263,5be65219-2522-411a-98c1-6053ba2ca9fa,"Samsung Electrionics Co., Ltd.","Samsung Electrionics Co., Ltd."
8077240,e8661a7f-639a-4c9a-a2ae-32dd41b530aa,INERNATIONAL BUSINESS MACHINES CORPORATION,Inernational Business Machines Corporation
9870245,e8661a7f-639a-4c9a-a2ae-32dd41b530aa,INERNATIONAL BUSINESS MACHINES CORPORATION,Inernational Business Machines Corporation
9940282,e8661a7f-639a-4c9a-a2ae-32dd41b530aa,INERNATIONAL BUSINESS MACHINES CORPORATION,Inernational Business Machines Corporation
7660951,e8661a7f-639a-4c9a-a2ae-32dd41b530aa,INERNATIONAL BUSINESS MACHINES CORPORATION,Inernational Business Machines Corporation
10146922,e8661a7f-639a-4c9a-a2ae-32dd41b530aa,INERNATIONAL BUSINESS MACHINES CORPORATION,INERNATIONAL BUSINESS MACHINES CORPORATION
6484111,063ef0a1-d851-4acd-b07c-fedaaddd3a69,Sony/Tektronix Corporation,Sony/Tektronix Corporation
5563541,063ef0a1-d851-4acd-b07c-fedaaddd3a69,Sony/Tektronix Corporation,Sony/Tektronix Corporation
5373309,063ef0a1-d851-4acd-b07c-fedaaddd3a69,Sony/Tektronix Corporation,Sony/Tektronix Corporation
11025541,1b385234-859e-4522-a894-f07b59489d03,Hewlett Packard Enterprises Development LP,Hewlett Packard Enterprises Development LP
9929899,1b385234-859e-4522-a894-f07b59489d03,Hewlett Packard Enterprises Development LP,Hewlett Packard Enterprises Development LP
8845428,9b5d23f2-5207-410d-9e9e-7e982dbbc670,Sony Computer Entertianment America LLC,Sony Computer Entertianment America LLC
5401826,15c55d97-82fe-41f0-8950-c7d1d9c631fa,General Electric Plastics,General Electric Plastics Japan
8767326,638871f8-64e0-4e26-bdf2-1b219a30560a,Industrial Business Machines Corporation,Industrial Business Machines Corporation
9363233,24c2dd77-5be8-4e57-a854-4c5d2c67c1e1,"Microsoft Technolog Licensing, LLC","Microsoft Technolog Licensing, LLC"
10579430,24c2dd77-5be8-4e57-a854-4c5d2c67c1e1,"Microsoft Technolog Licensing, LLC","Microsoft Technolog Licensing, LLC"
9582490,24c2dd77-5be8-4e57-a854-4c5d2c67c1e1,"Microsoft Technolog Licensing, LLC","Microsoft Technolog Licensing, LLC"
7899975,b842432a-3ad2-4f78-b48f-6ea385e6df3f,Siemens Aktiengesekkschaft,Siemens Aktiengesekkschaft
8456799,aada777b-db72-41b3-a82c-6faca8b8794a,"Samsung Electro-Mechanics Co., Ltd.","Samsung Electro-Mechanics Co., Ltd."
6549167,aada777b-db72-41b3-a82c-6faca8b8794a,"Samsung Electro-Mechanics Co., Ltd.","Samsung Electro-Mechanics Co., Ltd."
9312749,aada777b-db72-41b3-a82c-6faca8b8794a,"Samsung Electro-Mechanics Co., Ltd.","SAMSUNG ELECTRO-MECHANICS CO., LTD."
9437363,aada777b-db72-41b3-a82c-6faca8b8794a,"Samsung Electro-Mechanics Co., Ltd.","Samsung Electro-Mechanics Co., Ltd."
5666954,2a78c7c0-ff39-4715-a01c-f47e64faf7d3,Technomed Medical Systems Inserm-Institut National de la Sante et de la Recherche Medicale,Technomed Medical Systems Inserm-Institut National de la Sante et de la Recherche Medicale
10627381,d3f1d8c2-8fb0-4d79-b52d-56cd8639aafb,GUMI ELECTRONICS & INFORMATION TECHNOLGY RESEARCH INSTITUTE,GUMI ELECTRONICS & INFORMATION TECHNOLGY RESEARCH INSTITUTE
4368231,1ad9ccf4-5ca2-41e2-8045-bd8566884677,Bayer Aktiengesellschaft-Bayerwerk,Bayer Aktiengesellschaft-Bayerwerk
10687770,02ffb9fc-7db4-4adb-afbd-9ae9e4662fe3,"NeuroLogica Corporation, a subsidiary of Samsung Electronics Co., Ltd.","NeuroLogica Corporation, a subsidiary of Samsung Electronics Co., Ltd."
10492756,02ffb9fc-7db4-4adb-afbd-9ae9e4662fe3,"NeuroLogica Corporation, a subsidiary of Samsung Electronics Co., Ltd.","NeuroLogica Corporation, a subsidiary of Samsung Electronics Co., Ltd."
5433754,65f7ec47-d2c9-4fbc-9e76-1e95c3dc101f,"Hoechst Mitsubishi Kasai Co., Ltd.","Hoechst Mitsubishi Kasai Co., Ltd."
10062223,4df98ba4-0662-4ed0-9320-5ecfdd35a7fa,Bayerische Motoren Werke Akttiengesellschaft,Bayerische Motoren Werke Akttiengesellschaft
5908962,efd10766-3dd0-416c-8271-769e8e93987b,General Electric Company and Illa International,General Electric Company and Illa International
8189675,cd9567bc-a2f3-4f26-9ad7-647f03cd605f,"Samsung Electonics Co., Ltd.","Samsung Electonics Co., Ltd."
5921773,cd9567bc-a2f3-4f26-9ad7-647f03cd605f,"Samsung Electonics Co., Ltd.","Samsung Electonics Co., Ltd."
9871093,cd9567bc-a2f3-4f26-9ad7-647f03cd605f,"Samsung Electonics Co., Ltd.","Samsung Electonics Co., Ltd."
9715253,cd9567bc-a2f3-4f26-9ad7-647f03cd605f,"Samsung Electonics Co., Ltd.","Samsung Electonics Co., Ltd."
9009714,cd9567bc-a2f3-4f26-9ad7-647f03cd605f,"Samsung Electonics Co., Ltd.","Samsung Electonics Co., Ltd."
D367612,ea212964-b5bb-415d-b802-41a36723c8b6,Imperial Chemical Industries PLC a British public limited company,Imperial Chemical Industries PLC a British public limited company
9855984,9cef0b3a-1059-43b0-9388-d5793fc2bcdc,Bayershire Motoren Werke Aktiegesellschaft,Bayershire Motoren Werke Aktiegesellschaft
7664675,ed0f6e7a-5271-40a5-87ab-ca898c12e4cb,Fujitsu FIP Corporation,Fujitsu FIP Corporation
8126673,ed0f6e7a-5271-40a5-87ab-ca898c12e4cb,Fujitsu FIP Corporation,Fujitsu FIP Corporation
8005708,ed0f6e7a-5271-40a5-87ab-ca898c12e4cb,Fujitsu FIP Corporation,Fujitsu FIP Corporation
D771160,0184fbe6-4bf1-4f50-b34b-4777e472892c,"SAMSUNG ELELCTRONICS CO., LTD.","SAMSUNG ELELCTRONICS CO., LTD."
10156769,0184fbe6-4bf1-4f50-b34b-4777e472892c,"SAMSUNG ELELCTRONICS CO., LTD.","SAMSUNG ELELCTRONICS CO., LTD."
7078800,0184fbe6-4bf1-4f50-b34b-4777e472892c,"SAMSUNG ELELCTRONICS CO., LTD.","Samsung Elelctronics Co., Ltd."
8219995,5efb835e-f764-433a-b9f9-b5517b106aa2,International Business Machins Corporation,International Business Machins Corporation
9059020,5efb835e-f764-433a-b9f9-b5517b106aa2,International Business Machins Corporation,International Business Machins Corporation
6348611,ee4e0753-6feb-4c8e-945d-d527aee0f036,"Samsung Electronic Co., Ktd.","Samsung Electronic Co., Ktd."
10390137,87a318b7-40dc-42b5-aaea-67d7d59d5f73,"Hewlett-Packard Dvelopment Company, L.P.","Hewlett-Packard Dvelopment Company, L.P."
4930179,b414c9b2-2c54-4b3c-91dd-6357653334f1,"Imperial Chemeical Industries, plc","Imperial Chemeical Industries, plc"
3932854,1910c047-2141-4970-9109-a7fd656930e4,Imperial Chemical Ind. (Europa) Fibres,Imperial Chemical Ind. (Europa) Fibres
7730855,9ca98f96-c0bb-4623-a149-7099ac7553b8,Bayerische Motoren Werke Aktiengesellscahaft,Bayerische Motoren Werke Aktiengesellscahaft
4720950,4b2b07fb-e0a0-4f7a-bee9-e098fbcba5e6,Franz Xaver Bayer Isolierglasfabrik,Franz Xaver Bayer Isolierglasfabrik
4627263,4b2b07fb-e0a0-4f7a-bee9-e098fbcba5e6,Franz Xaver Bayer Isolierglasfabrik,Franz Xaver Bayer Isolierglasfabrik
4775970,8f5deaab-7935-4050-a109-2fa505d04b1a,Sony Incorporation,Sony Incorporation
4056242,391cb5f7-f7b3-4fcc-8109-4b044cd2e48e,Bayern Chemie Gesellschaft fur Flugchemische Antrieb mit beschrankter Haftung CNT DEX COD 03,Bayern-Chemie Gesellschaft fur flugchemische Antrieve mit beschrankter Haftung
8045340,2d3831cd-db0c-41e9-80de-9413344e8aed,Fujitsu Siemens Computers GmbH,Fujitsu Siemens Computers GmbH
7597582,2d3831cd-db0c-41e9-80de-9413344e8aed,Fujitsu Siemens Computers GmbH,Fujitsu Siemens Computers GmbH
7945820,2d3831cd-db0c-41e9-80de-9413344e8aed,Fujitsu Siemens Computers GmbH,Fujitsu Siemens Computers GmbH
6901472,2d3831cd-db0c-41e9-80de-9413344e8aed,Fujitsu Siemens Computers GmbH,Fujitsu Siemens Computers GmbH
6677827,227a8f2e-0c01-4e79-9483-95e26033659d,"Samsung Electro-Mechanice Co., Ltd.","Samsung Electro-Mechanice Co., Ltd."
4177183,f6ab1c9a-3f23-46f3-8846-4c01aa223d07,Siemens Aktiengeselischaft,Hoechst Aktiengeselischaft
6048460,b549ce5c-d4fe-4c3b-81be-480a70ed9544,Hoechst Research & Technology Deutschand GmbH & Co. KG,Hoechst Research & Technology Deutschand GmbH & Co. KG
8255513,cd24d884-b07d-4384-a500-28631b0417cb,"Hewlett-Packard, Caribe B.V.","Hewlett-Packard, Caribe B.V."
5536481,69c4f6cb-aa61-403f-8dd9-4ebc19e30482,Societe Francaise Hoechst,Societe Francaise Hoechst
5417845,69c4f6cb-aa61-403f-8dd9-4ebc19e30482,Societe Francaise Hoechst,Societe Francaise Hoechst
5138096,69c4f6cb-aa61-403f-8dd9-4ebc19e30482,Societe Francaise Hoechst,Societe Francaise Hoechst
10924982,bf33940d-4237-4fb9-8e28-a7c097c0778c,"Samsung Electmics Co., Ltd","Samsung Electmics Co., Ltd"
10163217,e4817efb-05c3-4a5b-ba85-65d832e0fecd,General Electric Copmany,General Electric Copmany
7493472,90fecd87-a35a-4c1d-b03d-2a6ce3063ec7,Ricoh Silicon Valley Corporation,Ricoh Silicon Valley Corporation
6961842,90fecd87-a35a-4c1d-b03d-2a6ce3063ec7,Ricoh Silicon Valley Corporation,Ricoh Silicon Valley Corporation
6665086,90fecd87-a35a-4c1d-b03d-2a6ce3063ec7,Ricoh Silicon Valley Corporation,"Ricoh Silicon Valley, Inc."
10789980,3af16025-79ef-46a0-abee-2034bf57e8a1,International Business Machines Corrporation,International Business Machines Corrporation
4556259,73ec3ef0-ced5-4e42-8aa4-8663b5164d9e,WABCO Westinghouse Fahrzengbremsen,WABCO Westinghouse Fahrzengbremsen
10768484,8ec48882-7b19-42c1-a7a7-27c627c2c438,LG ELECTRUNECS INC.,LG ELECTRUNECS INC.
5149129,307a934c-3327-4143-ab61-39ac9ef8939f,Bayern-Chemie Gesselschaft fur Flugchemische Antriebe mbH,Bayern-Chemie Gesselschaft fur Flugchemische Antriebe mbH
10103651,0c00d2e7-0b28-4d81-81d1-cac5dc4d09d0,"Samsung Electo-Mechanics Co., Ltd.","Samsung Electo-Mechanics Co., Ltd."
9791671,0c00d2e7-0b28-4d81-81d1-cac5dc4d09d0,"Samsung Electo-Mechanics Co., Ltd.","Samsung Electo-Mechanics Co., Ltd."
7715831,58d69422-8e28-4921-90ff-694f22fb8215,"Sony Ericssson Mobile Communications, AB","Sony Ericssson Mobile Communications, AB"
10440952,57c6ad77-c3b1-4839-a61a-e045d63e5c71,Bayer Corp Science Aktiengesellschaft,Bayer Corp Science Aktiengesellschaft
7964771,57c6ad77-c3b1-4839-a61a-e045d63e5c71,Bayer Corp Science Aktiengesellschaft,Bayer Crop Science AG
4920092,8470bb08-eda2-444c-8970-ad060e391f82,Imperial Chemical Industrices PLC,Imperial Chemical Industrices PLC
11084680,04802708-39b2-4b4f-bdec-b6d56684b9b2,Imaging Business Machines LLC,Imaging Business Machines LLC
7719936,717a40e7-b91f-4108-9e87-2c82ae20b18c,"LG Electro{dot over (n)}ics, Inc.","LG Electro{dot over (n)}ics, Inc."
4805101,8b074d3a-f289-436e-81a2-7c47a90aed6f,Bayerische Motoren Werke A.G.,Bayerische Motoren Werke A.G.
4506505,8b074d3a-f289-436e-81a2-7c47a90aed6f,Bayerische Motoren Werke A.G.,Bayerische Motoren Werke A.G.
4756279,8b074d3a-f289-436e-81a2-7c47a90aed6f,Bayerische Motoren Werke A.G.,Bayerische Motoren Werke A.G.
4471726,8b074d3a-f289-436e-81a2-7c47a90aed6f,Bayerische Motoren Werke A.G.,Bayerische Motoren Werke A.G.
4494489,8b074d3a-f289-436e-81a2-7c47a90aed6f,Bayerische Motoren Werke A.G.,Bayerische Motoren Werke A.G.
4833244,f5bb338e-24c9-4d60-b62c-692243d84175,Hoechst-Rouseel Pharmaceuticals Inc.,Hoechst-Rouseel Pharmaceuticals Inc.
6025907,680c6b83-3e9c-43e3-b02b-9dc8b96d43ef,Sony Precision Engineering Center (Singapore) PTE Ltd.,Sony Precision Engineering Center (Singapore) Pte Ltd.
6411572,680c6b83-3e9c-43e3-b02b-9dc8b96d43ef,Sony Precision Engineering Center (Singapore) PTE Ltd.,Sony Precision Engineering Center (Singapore) PTE Ltd.
6366631,680c6b83-3e9c-43e3-b02b-9dc8b96d43ef,Sony Precision Engineering Center (Singapore) PTE Ltd.,Sony Precision Engineering Center (S) Pte. Ltd.
6722206,680c6b83-3e9c-43e3-b02b-9dc8b96d43ef,Sony Precision Engineering Center (Singapore) PTE Ltd.,Sony Precision Engineering Center (Singapore) PTE Ltd.
6226246,680c6b83-3e9c-43e3-b02b-9dc8b96d43ef,Sony Precision Engineering Center (Singapore) PTE Ltd.,"Sony Precision Engineering Center (Singapore) Pte, Ltd."
7298790,a58c5e82-4ff8-4d95-ac33-927f01bc0071,STMicroelectronics Belgium NV,STMicroelectronics Belgium N.V.
7630845,125108ad-60fa-4d0a-a2b1-934e44d825d7,Fujitsu Microelectronics Limited,Fujitsu Microelectronics Limited
7688121,125108ad-60fa-4d0a-a2b1-934e44d825d7,Fujitsu Microelectronics Limited,Fujitsu Microelectronics Limited
7593275,125108ad-60fa-4d0a-a2b1-934e44d825d7,Fujitsu Microelectronics Limited,Fujitsu Microelectronics Ltd.
7697637,125108ad-60fa-4d0a-a2b1-934e44d825d7,Fujitsu Microelectronics Limited,Fujitsu Microelectronics Limited
5218911,d5fdcaff-4d0b-4813-aad7-1c485ca948bc,General Electric Railcar Services Corporation,General Electric Railcar Leasing Services Corporation
11062228,c7c7410c-6874-4129-89f8-be5c0e81c914,"Microsoft Technoiogy Licensing, LLC","Microsoft Technoiogy Licensing, LLC"
10965633,c7c7410c-6874-4129-89f8-be5c0e81c914,"Microsoft Technoiogy Licensing, LLC","Microsoft Technoiogy Licensing, LLC"
11030271,c7c7410c-6874-4129-89f8-be5c0e81c914,"Microsoft Technoiogy Licensing, LLC","Microsoft Technoiogy Licensing, LLC"
6658044,7d958222-ff2b-4cd8-aca0-cf2048cffcfc,"Samsung Thomson-CSF Co., Ltd.","Samsung Thomson-CSF Co., Ltd."
6154327,7d958222-ff2b-4cd8-aca0-cf2048cffcfc,"Samsung Thomson-CSF Co., Ltd.","SamSung Thomson-CSF Systems Co., Ltd."
6233008,7d958222-ff2b-4cd8-aca0-cf2048cffcfc,"Samsung Thomson-CSF Co., Ltd.","Samsung Thomson-CSF Co., Ltd."
7105523,f6ab1c9a-3f23-46f3-8846-4c01aa223d07,Siemens Aktiengeselischaft,Bayer Aktiengeselischaft
5538989,3a10e2ed-d0af-408a-a655-e148654189cc,Hoechst Roussel Vet S.A.,Hoechst-Roussel Agri-Vet Company
5214035,3a10e2ed-d0af-408a-a655-e148654189cc,Hoechst Roussel Vet S.A.,Hoechst-Roussel Agri-Vet Company
3936513,1ad9ccf4-5ca2-41e2-8045-bd8566884677,Bayer Aktiengesellschaft-Bayerwerk,Bayerwerk Aktiengesellschaft
11171372,c71aa82c-ec28-4b2f-bb77-566e614f9501,"SAMSUNG SDl CO., LTD.","SAMSUNG SDl CO., LTD."
10040198,b135a18c-dd8e-4f5f-938f-fa4143b3fa96,"SAMSUNG ELETCRONICS CO., LTD.","SAMSUNG ELETCRONICS CO., LTD."
3932840,3922019c-c0d6-4131-adfe-090819903c0a,Taplin Business Machines Incorporated,Taplin Business Machines Incorporated
10385124,63f864d7-19e1-451d-903c-4a42595355e5,Institut National de la Santè,Institut National de la Santè
5219401,63f864d7-19e1-451d-903c-4a42595355e5,Institut National de la Santè,Institut National de la Sante
7071925,52f48bd5-556f-47d1-bb4f-4a5b8930d085,Nagano Fujitsu Component Limited,Nagano Fujitsu Component Limited
6831629,52f48bd5-556f-47d1-bb4f-4a5b8930d085,Nagano Fujitsu Component Limited,Nagano Fujitsu Component Limited
6665932,52f48bd5-556f-47d1-bb4f-4a5b8930d085,Nagano Fujitsu Component Limited,Nagano Fujitsu Component
6832537,52f48bd5-556f-47d1-bb4f-4a5b8930d085,Nagano Fujitsu Component Limited,Nagano Fujitsu Component Limited
6789425,52f48bd5-556f-47d1-bb4f-4a5b8930d085,Nagano Fujitsu Component Limited,Nagano Fujitsu Component Limited
9276775,aacbcb33-0a72-486d-a1b3-92a88b26da29,"Microsoft Patent Licensing, LLC","Microsoft Patent Licensing, LLC"
6445763,e82495d5-d3ac-4b2a-ad4c-f394a7a2597a,GENERAL ELECTRIC COMPANY GLOBAL RESEARCH,"General Electric Medical Systems Global Technology Company, LLC"
10654579,e82495d5-d3ac-4b2a-ad4c-f394a7a2597a,GENERAL ELECTRIC COMPANY GLOBAL RESEARCH,GENERAL ELECTRIC COMPANY GLOBAL RESEARCH
7921134,6387c050-e165-4691-8c19-33352c02099b,Sony United Kimgdom Limited,Sony United Kimgdom Limited
6749286,7debf9b5-537b-42d7-bee1-fe2042503cc2,Sony CÃƒÂ¶rporation,Sony CÃƒÂ¶rporation
6421685,67c0b409-b157-4e68-a69e-07504186448d,"Canon Electronic Business Machines (H.K.) Co., Ltd.","Canon Electronic Business Machines (H.K.) Co., Ltd."
5885011,67c0b409-b157-4e68-a69e-07504186448d,"Canon Electronic Business Machines (H.K.) Co., Ltd.","Canon Electronic Business Machines (H.K.) Co., Ltd."
D907093,67c0b409-b157-4e68-a69e-07504186448d,"Canon Electronic Business Machines (H.K.) Co., Ltd.","Canon Electronic Business Machines (H.K.) Co., Ltd."
7234951,855bf847-ec00-4ea7-a65b-72e27af56afc,"Samsung Prescision Ind. Co., Ltd.","Hon Hai Prescision Ind. Co., Ltd."
8482368,e8a8b3b5-4e4e-4093-a70e-aaea94f679af,FUJITSU COMPONENT LIMITED,Fujitsu Component Limited
8386673,e8a8b3b5-4e4e-4093-a70e-aaea94f679af,FUJITSU COMPONENT LIMITED,Fujitsu Component Limited
9742090,e8a8b3b5-4e4e-4093-a70e-aaea94f679af,FUJITSU COMPONENT LIMITED,FUJITSU COMPONENT LIMITED
8668508,e8a8b3b5-4e4e-4093-a70e-aaea94f679af,FUJITSU COMPONENT LIMITED,Fujitsu Component Limited
6844778,f6ab1c9a-3f23-46f3-8846-4c01aa223d07,Siemens Aktiengeselischaft,Siemens Aktiengeselischaft
9032738,f6ab1c9a-3f23-46f3-8846-4c01aa223d07,Siemens Aktiengeselischaft,Siemens Aktiengeselischaft
5138224,4b198cc4-e238-4ff4-91f5-88de631136dc,North America Philips Corporation,North American Philips Corporation
5274299,4b198cc4-e238-4ff4-91f5-88de631136dc,North America Philips Corporation,North American Philips Corporation
4639828,4b198cc4-e238-4ff4-91f5-88de631136dc,North America Philips Corporation,North American Philips Corporation
5504876,14bc1f3a-8c48-49a8-a2a8-3cd3172e6d3d,Sony United Kingdom Limtied,Sony United Kingdom Limtied
9029463,88c0672d-69b5-4d9d-aa8c-84b5dd99ceaf,Bayer Materialsciene AG,Bayer Materialsciene AG
