mention-id,unique-id
US4417077-0,13067
US4538011-0,13067
US4719190-0,13067
US4798667-0,13067
US4830999-0,13067
US4845064-0,13067
US4885377-0,13067
US4929800-0,13067
US4943644-0,13067
US5274139-0,13067
US5705136-0,13067
US5720897-0,13067
US4924091-1,13068
US4935634-1,13068
US5463897-5,13068
US5560244-5,13068
US5714682-5,13068
US6562366-1,13069
US4694007-1,13070
US6461844-1,13072
US6610289-0,13072
US5726896-2,13073
US5377681-0,13074
US6127908-1,13075
US6646525-1,13075
US5637483-0,13076
US5904920-0,13076
US5705321-2,13077
US4806729-2,13078
US6086900-0,13079
US6649597-1,13080
US5234406-0,13081
US5272073-1,13082
US5487987-1,13082
US5616496-1,13082
US5629181-1,13082
US6524837-2,13083
US5472749-0,13084
US5618475-1,13084
US5665277-1,13084
US4070243-2,13085
US4130634-1,13085
US4223005-2,13085
US5960104-4,13086
US5608263-0,13087
US5913134-0,13087
US5380758-5,13090
US5574068-5,13090
US5648393-5,13090
US6090547-0,13090
US6156503-0,13090
US6355434-0,13090
US6548245-2,13090
US5824311-1,13091
US5932953-0,13092
US4778784-0,13093
US4956273-1,13093
US6236877-2,13094
US6640124-2,13094
US6352834-0,13095
US5705902-1,13096
US5120829-2,13097
US5587456-2,13097
US5591822-2,13097
US5760176-2,13097
US6260798-2,13098
US6559158-4,13099
US6608075-4,13099
US6355411-6,13100
US6794133-2,13100
US5750996-0,13101
US6225291-2,13102
US4825700-1,13104
US4885941-1,13104
US5063785-2,13104
US5670711-1,13104
US4627879-1,13105
US4928603-1,13105
US6060656-0,13106
US6231744-3,13106
US6359288-3,13106
US6452206-1,13106
US6627809-1,13106
US5242179-4,13107
US4976949-2,13108
US5576306-0,13108
US5789393-0,13108
US6045686-1,13109
US5246447-2,13110
US5776348-2,13110
US5761060-0,13111
US4589419-2,13112
US6546787-1,13113
US5597809-0,13114
US5922773-1,13114
US6482854-1,13114
US4795700-1,13115
US4837312-1,13115
US3957741-2,13116
US3985632-2,13116
US4046720-2,13116
US4084090-2,13116
US4138383-2,13116
US4224198-2,13116
US4314156-1,13116
US4603114-2,13116
US4610847-2,13116
US4704256-2,13116
US5959074-0,13117
US6187584-0,13117
US5457026-0,13118
US5876949-0,13118
US6646113-0,13118
US4136136-0,13119
US6187289-1,13120
US6593101-2,13120
US6639674-1,13120
US6685730-1,13120
US5019401-0,13122
US5460835-0,13122
US5545396-3,13123
US5612103-0,13123
US5642625-1,13123
US5785953-3,13123
US5789921-3,13123
US5809801-1,13123
US5860295-1,13123
US6123919-3,13123
US6241966-3,13123
US6593144-3,13123
US6630126-0,13123
US4727471-0,13124
US4842475-0,13124
US6229152-0,13125
US4841217-2,13126
US4870888-1,13126
US4935708-1,13126
US6800122-2,13127
US6814760-2,13127
US4484569-0,13128
US5016615-0,13128
US4846786-2,13129
US5278149-1,13130
US6074560-0,13130
US5576178-2,13131
US6303294-2,13131
US5987302-0,13132
US6000945-2,13132
US6259890-0,13132
US6442370-0,13132
US5642502-0,13133
US5717913-0,13133
US5893092-0,13133
US6088692-0,13133
US5576954-0,13134
US5694592-0,13134
US4058602-2,13135
US4275057-2,13135
US4704384-0,13135
US4788181-0,13135
US4882346-0,13135
US4968690-1,13135
US4975434-1,13135
US4992472-0,13135
US5336764-1,13135
US5459256-1,13135
US5495010-1,13135
US5498719-1,13135
US5565437-1,13135
US5817799-1,13135
US4113560-0,13136
US5103674-2,13136
US5442668-1,13136
US5196333-2,13137
US5903340-1,13138
US5120229-1,13139
US5560923-2,13140
US5665710-2,13140
US5756122-1,13140
US6126965-2,13140
US6333314-2,13140
US6559129-3,13140
US6665555-4,13140
US6534104-4,13141
US3964294-3,13142
US5640804-0,13143
US5817877-1,13144
US6506559-6,13145
US5616459-2,13147
US6265181-1,13147
US6406881-1,13147
US5801537-1,13148
US5933015-1,13148
US6215317-1,13148
US6458584-3,13149
US5395805-0,13150
US4888673-0,13151
US4861710-4,13152
US4980456-1,13152
US5149637-1,13152
US5831141-1,13152
US6255554-1,13152
US6262336-1,13152
US6344596-1,13152
US6518482-1,13152
US6559119-2,13152
US5880801-1,13153
US5959747-1,13153
US6072608-1,13153
US6208398-1,13153
US5885806-0,13154
US5888767-0,13154
US6114141-0,13154
US6168953-0,13154
US6207426-0,13154
US6232120-0,13154
US6410257-0,13154
US6498033-0,13154
US4227407-0,13155
US4391124-0,13155
US4434648-0,13155
US4550606-0,13155
US6746515-3,13156
US5611214-1,13157
US5689966-1,13157
US5811062-1,13157
US6126723-0,13157
US6129973-4,13157
US6313393-0,13157
US6352577-4,13157
US6533840-4,13157
US6630012-5,13157
US6465613-4,13159
US5570095-0,13160
US6506423-0,13161
US4755678-3,13162
US5972640-0,13163
US6300084-0,13163
US5731538-1,13164
US6803357-2,13165
US5567440-3,13166
US5462990-3,13167
US5627233-3,13167
US5849839-3,13167
US5434086-1,13168
US5602110-0,13168
US6730777-6,13168
US6541684-2,13169
US4619923-1,13171
US4657902-1,13171
US4668670-2,13171
US4684637-1,13171
US4692439-2,13171
US4692440-1,13171
US4699903-2,13171
US4782049-1,13171
US4948792-1,13171
US5010073-1,13171
US5063223-1,13171
US5066650-1,13171
US5084475-1,13171
US5087622-1,13171
US5162313-1,13171
US5223494-2,13171
US4406003-1,13172
US6591004-2,13173
US4722891-0,13174
US6372249-1,13174
US6420347-5,13174
US6673779-5,13174
US5231790-0,13175
US5225546-0,13177
US5262529-0,13177
US5498521-0,13177
US5853988-0,13177
US6358728-2,13177
US6372463-2,13177
US5042111-1,13178
US5042122-1,13178
US5102690-1,13178
US5123373-1,13178
US5128199-1,13178
US5310582-1,13178
US5660923-3,13178
US5846356-1,13178
US5888340-1,13178
US5891249-3,13178
US6000284-2,13178
US6025285-1,13178
US6551407-0,13178
US6565927-0,13178
US6648973-0,13178
US6649225-0,13178
US6676762-0,13178
US6723802-0,13178
US5154680-0,13179
US5363855-0,13179
US5605156-0,13179
US6338719-0,13179
US6626840-0,13179
US6338719-1,13180
US6626840-1,13180
US6667357-1,13181
US6762231-1,13181
US6110691-1,13182
US6608026-1,13182
US5543475-1,13183
US5543476-1,13183
US5677395-1,13183
US5700882-1,13183
US5170482-1,13184
US5656186-1,13185
US4972756-0,13186
US6136552-1,13187
US6068428-1,13188
US6556856-4,13189
US5583225-1,13190
US5648489-1,13190
US6071922-2,13190
US6197777-2,13190
US6271212-3,13190
US6512107-1,13190
US6590107-2,13190
US6266146-1,13191
US6400457-1,13191
US6372906-1,13192
US6528295-1,13193
US6670286-2,13194
US6232110-1,13195
US5639925-5,13196
US6332593-1,13197
US5644646-0,13198
US6245902-2,13199
US6590110-2,13199
US5530364-1,13200
US6239080-2,13201
US5581566-1,13202
US5793770-1,13202
US4064185-1,13203
US4129599-1,13203
US4348333-0,13203
US6047582-2,13204
US6050120-2,13204
US5391791-0,13205
US5414194-0,13205
US5430225-0,13205
US5560543-2,13206
US5810988-2,13206
US4968582-1,13208
US5114827-1,13208
US5248760-0,13208
US5393642-0,13208
US5479061-1,13208
US5609290-1,13208
US5698942-4,13208
US5961031-1,13208
US5164296-7,13209
US5429928-7,13209
US5695756-7,13209
US5844091-7,13209
US5349962-1,13210
US5498446-1,13211
US4523769-2,13212
US5454069-2,13213
US5254725-1,13214
US5442104-1,13214
US5516936-1,13214
US5830680-1,13215
US5981203-1,13215
US6436392-1,13216
US5923656-0,13217
US5100868-3,13218
US5378605-1,13219
US6077705-0,13219
US6541002-2,13219
US6376664-3,13221
US6406669-0,13222
US6429935-0,13222
US6734964-0,13222
US6362321-1,13223
US6057221-1,13224
US5753122-2,13225
US5788713-0,13226
US6027912-3,13227
US6207410-3,13227
US6436627-3,13227
US6667801-0,13228
US6460424-0,13229
US6159153-0,13230
US5824528-1,13231
US5830694-1,13231
US4604346-1,13232
US4499303-2,13233
US6110665-3,13234
US4258191-0,13235
US4451648-4,13235
US5851772-3,13236
US6090549-4,13236
US6440671-4,13236
US5807557-0,13237
US6156319-3,13237
US6541459-3,13237
US4090977-0,13238
US5595189-1,13238
US5695810-0,13240
US5824599-1,13240
US5830805-1,13240
US5891513-0,13240
US6065424-2,13240
US5905024-2,13241
US6143499-2,13241
US5616459-1,13242
US5025796-1,13243
US5345943-1,13243
US5071875-1,13244
US5151446-1,13244
US5540929-1,13245
US5578691-1,13245
US5616671-1,13245
US5801224-4,13245
US5906783-4,13245
US5969089-4,13245
US6448000-2,13246
US6777177-2,13246
US4497265-2,13247
US4896615-2,13247
US5347939-1,13247
US4324794-1,13248
US4397863-1,13248
US4619942-1,13248
US6174667-1,13248
US5767648-1,13250
US6540039-1,13250
US6645438-0,13251
US6277489-2,13252
US6284197-3,13252
US4278646-1,13253
US4983278-1,13254
US4020350-0,13255
US6208997-1,13256
US5416588-0,13257
US5657126-0,13257
US4478904-0,13260
US4963151-0,13260
US4990163-0,13260
US5171326-0,13260
US5258030-1,13260
US5373621-0,13260
US5468544-1,13260
US5591453-0,13260
US5643789-0,13260
US5645934-1,13260
US5648301-0,13260
US5676720-0,13260
US5721049-1,13260
US5811302-0,13260
US5817327-0,13260
US5830480-0,13260
US5849331-0,13260
US5861176-0,13260
US5871777-0,13260
US5874109-0,13260
US5964807-1,13260
US6121172-1,13260
US6224913-0,13260
US6240926-1,13260
US6328990-0,13260
US6413538-1,13260
US6416774-1,13260
US6569442-1,13260
US6569466-0,13260
US5745873-1,13261
US6317716-3,13261
US5670712-2,13262
US5925818-2,13262
US5683794-1,13263
US5783505-0,13263
US5325021-0,13264
US5672694-2,13265
US5837537-2,13265
US6211340-2,13265
US6262035-2,13265
US5489580-1,13266
US5744459-1,13266
US6518063-0,13267
US5917011-0,13268
US4921690-2,13269
US5591632-1,13269
US5776465-1,13269
US4935000-0,13270
US6010750-1,13271
US6203852-1,13271
US6706448-1,13271
US5479061-2,13272
US5728576-0,13273
US5776721-0,13273
US5577116-2,13274
US6152929-1,13275
US6154670-1,13275
US5049821-0,13276
US5709207-0,13277
US6404196-0,13277
US6404198-0,13277
US6445182-1,13277
US6485925-0,13278
US4702108-4,13279
US5422299-1,13280
US6448045-1,13281
US5898094-0,13282
US4611582-0,13283
US6074832-4,13284
US6303936-1,13285
US5985269-2,13286
US6364845-0,13287
US6719868-1,13288
US6747285-1,13288
US4408616-0,13289
US4421122-0,13289
US4815474-0,13289
US4844086-0,13289
US5871917-0,13290
US6451555-0,13290
US6617434-0,13290
US5179525-1,13292
US5527700-1,13293
US5753238-1,13293
US6416190-1,13294
US6626546-1,13294
US5271064-1,13295
US6807310-0,13296
US4415525-1,13297
US6735279-1,13297
US6535873-2,13298
US6265443-1,13299
US4456688-0,13300
US5667962-1,13301
US4971947-1,13302
US6833805-2,13303
US4443450-2,13304
US4634709-2,13304
US4657917-2,13304
US4798830-2,13304
US4994462-2,13304
US5763446-2,13305
US5633711-1,13306
US4502475-1,13307
US6477408-1,13308
US5834590-4,13309
US5199856-3,13310
US6497649-1,13311
US6441156-3,13312
US5151086-0,13313
US6662114-1,13314
US5698394-0,13315
US5869630-0,13315
US6068843-0,13315
US4801299-1,13316
US6043273-0,13317
US6060454-0,13317
US6087394-0,13317
US6101412-0,13317
US6113588-0,13317
US6127410-0,13317
US6141589-0,13317
US6165196-1,13317
US6414018-0,13317
US6711436-0,13317
US4259318-0,13318
US6621916-3,13319
US5969216-0,13320
US5426040-1,13321
US4937190-1,13322
US5229111-1,13322
US5348019-1,13323
US6265551-0,13324
US6325989-0,13324
US5784871-2,13325
US6581677-0,13326
US5075893-1,13327
US5127019-1,13327
US5131957-3,13327
US5222073-2,13327
US6020126-1,13328
US6136187-1,13328
US4593002-0,13329
US4628032-1,13329
US5032521-1,13329
US6045554-2,13331
US6096081-3,13331
US5462878-1,13332
US5618467-1,13332
US5776415-1,13332
US5779979-1,13332
US6410077-0,13332
US5489771-1,13333
US4620113-1,13334
US4896119-2,13334
US5627051-0,13335
US5633451-0,13335
US5292977-1,13336
US5446225-1,13336
US5736478-1,13337
US6441241-1,13337
US6455742-1,13337
US6699457-1,13337
US5928879-0,13338
US5955359-0,13338
US5466596-1,13340
US5681714-2,13340
US5998187-2,13340
US6122540-1,13341
US5039705-2,13342
US5208233-2,13342
US5212204-2,13342
US5366997-1,13342
US5731305-2,13342
US5366686-1,13344
US5413649-0,13344
US6042661-0,13344
US6132676-1,13344
US6315838-0,13344
US6355120-0,13344
US6630427-0,13344
US5872010-5,13345
US4530786-0,13346
US4780408-0,13346
US5484704-0,13347
US6048528-0,13347
US6793790-2,13348
US5175166-0,13349
US5403845-0,13349
US5618818-1,13349
US6016689-3,13350
US4837014-1,13351
US4873083-1,13351
US5017370-1,13351
US5064643-1,13351
US5078995-1,13351
US5080894-1,13351
US5089260-1,13351
US5198211-1,13351
US5240701-1,13351
US5240702-1,13351
US5250294-1,13351
US5648071-1,13351
US4305130-2,13352
US5608568-3,13353
US5919507-1,13354
US4508482-0,13355
US6613756-0,13356
US5451322-1,13357
US3950789-1,13358
US5368813-2,13359
US6718281-0,13360
US5824550-3,13361
US5580760-1,13362
US5734016-1,13362
US5355417-4,13363
US5515444-4,13363
US6432692-2,13364
US5589881-0,13365
US6529927-0,13365
US4605618-0,13366
US5512548-4,13367
US5306497-0,13368
US5837826-6,13369
US6036861-6,13369
US5087948-2,13370
US6733996-2,13371
US5382519-0,13372
US5759798-0,13372
US5786194-0,13372
US5122472-1,13374
US5344936-1,13374
US5602007-0,13375
US4664849-1,13376
US4792377-0,13376
US5200334-0,13376
US6154772-0,13377
US6208666-1,13377
US6434562-3,13377
US6072433-3,13378
US5426719-2,13379
US5470710-4,13380
US4205983-2,13381
US5185071-1,13383
US5482472-3,13383
US4365134-2,13384
US5219773-0,13384
US5602026-0,13385
US5942436-0,13385
US4952496-4,13386
US5547843-2,13386
US5571718-0,13386
US5693489-4,13386
US6248562-0,13386
US5958911-3,13387
US6117859-3,13387
US5830999-0,13388
US4937323-1,13389
US4164559-3,13390
US4906467-1,13390
US5972065-0,13391
US6027585-1,13391
US5055293-1,13392
US5468505-2,13393
US6461640-2,13393
US5449374-0,13394
US5766432-0,13394
US4589880-0,13395
US4655777-0,13395
US4841968-0,13395
US5085866-1,13395
US4825263-1,13396
US5113424-1,13396
US4264421-1,13397
US6284769-0,13398
US5214315-0,13399
US6110516-2,13400
US6676943-1,13401
US5245185-1,13402
US3958558-0,13403
US6020194-3,13404
US6225101-3,13404
US6387642-3,13404
US6593110-1,13404
US4380855-2,13405
US4613204-2,13406
US6265190-2,13407
US6287480-2,13407
US6623657-1,13407
US6635188-1,13407
US6355166-3,13408
US6307587-0,13409
US5680055-3,13410
US4645738-1,13411
US4677056-0,13411
US4710457-0,13411
US4892828-0,13411
US6753273-1,13412
US6773949-1,13412
US5637185-2,13413
US4492761-0,13414
US6005362-1,13415
US5400784-0,13417
US5634462-1,13417
US5767668-0,13417
US6154023-0,13417
US4586792-1,13418
US4749260-1,13418
US6084533-1,13419
US5175166-1,13420
US5380858-0,13420
US5403845-1,13420
US5486526-0,13420
US5489709-0,13420
US5633382-0,13420
US5639775-0,13420
US5663350-0,13420
US5902839-3,13421
US6201168-4,13422
US6410023-0,13423
US5704321-1,13424
US6740519-3,13425
US5444241-1,13426
US4874706-0,13427
US4968692-2,13428
US5109007-2,13428
US6251388-0,13429
US4622315-0,13430
US5394411-1,13432
US6151155-0,13432
US5476441-0,13433
US6062076-1,13434
US4753055-0,13435
US5136163-3,13436
US4431434-1,13437
US3987055-1,13438
US6278908-0,13439
US4035155-0,13440
US5683693-1,13441
US5869049-2,13441
US5902585-1,13441
US6375950-1,13441
US5601835-3,13443
US6110456-0,13443
US6180613-1,13443
US6265442-2,13443
US6503888-1,13443
US6780409-0,13443
US6026816-3,13444
US6571118-1,13444
US6678541-0,13444
US6721583-0,13444
US5368660-0,13445
US4240445-1,13446
US4852973-0,13447
US4887885-0,13447
US5096832-1,13448
US5290950-1,13448
US5436138-0,13449
US5504008-0,13449
US6525276-1,13450
US4254258-0,13451
US5457721-1,13452
US5526386-1,13452
US5793831-1,13452
US5753519-0,13453
US5756362-0,13453
US5789154-0,13453
US6086748-0,13453
US6159745-1,13453
US6248596-0,13453
US6358752-0,13453
US6222619-2,13454
US4728165-2,13455
US6240925-1,13455
US4054042-0,13456
US5547866-0,13457
US5670663-0,13457
US5821126-0,13457
US5840567-0,13457
US5955621-0,13457
US5981777-0,13457
US6087176-0,13457
US5525586-2,13458
US5725218-3,13458
US6117808-2,13458
US5386019-1,13459
US5792215-2,13460
US4956281-5,13462
US5071964-0,13462
US5190859-0,13462
US5284931-3,13462
US5475091-3,13462
US5489533-2,13462
US5512660-2,13462
US5565550-2,13462
US5612216-3,13462
US5831036-3,13462
US6358510-1,13462
US6511664-2,13462
US5078553-0,13463
US5082812-1,13464
US6273969-0,13465
US6613162-0,13465
US6764591-0,13466
US5656186-2,13467
US4759927-0,13469
US6375954-0,13469
US4242651-0,13470
US6651935-5,13471
US4664366-2,13472
US5886456-1,13473
US6617764-2,13473
US6255099-0,13474
US6432691-0,13474
US5110885-2,13475
US5290895-2,13475
US6139627-0,13476
US6176924-0,13476
US4588510-2,13477
US5895622-2,13478
US6608589-5,13479
US6724343-3,13479
US4804651-0,13480
US5691460-0,13480
US6627797-0,13481
US5371188-8,13482
US5449606-1,13482
US5591590-5,13482
US6136550-8,13482
US5796638-1,13484
US4264358-2,13485
US5763509-2,13486
US5538844-0,13487
US5686288-2,13487
US5693757-2,13487
US6268412-1,13488
US5570019-1,13489
US5685305-1,13489
US5544652-0,13490
US4994237-2,13491
US5837548-1,13491
US6745089-1,13492
US6558337-0,13493
US4456550-0,13494
US5659013-1,13494
US5866127-1,13494
US6022541-1,13494
US5104456-0,13495
US5739218-0,13496
US5902863-0,13496
US6384172-0,13496
US6534600-0,13496
US6646089-0,13496
US6812298-0,13496
US5734498-2,13498
US6432610-1,13498
US6661574-1,13498
US6693201-1,13498
US4634917-0,13499
US4811594-0,13499
US4869101-0,13499
US5045741-0,13499
US6835307-4,13499
US6684298-0,13500
US6834328-0,13500
US5283247-0,13501
US4055168-1,13503
US5082002-1,13503
US5243998-1,13503
US6803231-1,13504
US5691365-1,13506
US5776957-1,13506
US5830904-1,13506
US6087376-1,13506
US6455543-0,13506
US6503922-1,13506
US6703406-1,13506
US5709707-2,13508
US6021413-1,13509
US6446088-1,13509
US4867154-3,13510
US5527308-3,13511
US6436127-1,13511
US4146019-1,13512
US5603933-0,13513
US5602036-2,13515
US6258589-0,13515
US6287846-0,13515
US6331300-0,13515
US6613558-0,13515
US6645756-1,13515
US5453297-0,13516
US5486225-0,13516
US5492879-0,13516
US5240218-0,13517
US5738708-1,13518
US5834053-0,13518
US6025677-1,13518
US6214090-0,13518
US6681648-0,13518
US6363170-1,13519
US5168045-0,13520
US5177189-0,13520
US5182364-0,13520
US5473039-0,13520
US5871906-0,13521
US4917243-1,13522
US5547748-3,13523
US5674698-5,13523
US5698397-5,13523
US5736410-5,13523
US5891656-5,13523
US6159686-9,13523
US6399397-5,13523
US6537829-5,13523
US4947094-0,13524
US5045289-2,13525
US6022828-2,13526
US6348193-2,13526
US5432155-5,13527
US5700778-5,13527
US5969096-2,13527
US5428051-1,13528
US5521189-1,13528
US5578631-1,13528
US5594138-0,13528
US5602172-1,13528
US5606058-1,13528
US5622955-1,13528
US5627184-1,13528
US5639755-0,13528
US5643935-0,13528
US5667975-0,13528
US5668167-3,13528
US5686456-1,13528
US5723288-0,13528
US5792782-0,13528
US5817686-0,13528
US5817687-0,13528
US5935982-0,13528
US5939440-0,13528
US5972969-0,13528
US6017941-0,13528
US6046226-0,13528
US6156779-0,13528
US6294565-0,13528
US6774144-0,13528
US6815461-0,13528
US4759377-0,13529
US4932936-0,13529
US5540079-1,13530
US5683783-1,13531
US6774279-0,13532
US6441158-0,13533
US5534410-2,13534
US5637686-2,13534
US6309860-1,13536
US4493323-2,13537
US5428070-1,13539
US5556780-0,13539
US5766901-2,13539
US5785965-1,13539
US5821234-0,13539
US5869462-0,13539
US5891459-1,13539
US5922687-2,13539
US5945452-1,13539
US6199554-2,13539
US6294384-2,13539
US6337321-1,13539
US6352555-0,13539
US6579313-0,13539
US6642208-1,13539
US6646006-1,13539
US6774118-0,13539
US6821956-0,13539
US6265333-0,13540
US6693168-4,13541
US6030520-0,13542
US6436275-0,13542
US5977327-0,13543
US5135853-0,13544
US5516743-0,13545
US5516744-0,13545
US4344970-1,13546
US5077667-1,13548
US5454377-0,13548
US5474533-2,13548
US5531776-2,13548
US5571142-1,13548
US5626618-2,13548
US5683424-1,13548
US5716386-2,13548
US6008470-1,13549
US6013896-1,13549
US6331393-1,13550
US4365134-0,13551
US4512822-1,13551
US4557768-1,13551
US4662952-1,13551
US5132922-2,13551
US5320958-2,13552
US6262024-2,13553
US5437982-1,13554
US6387278-4,13555
US5028240-1,13556
US5071754-3,13556
US5252473-3,13556
US6495355-1,13557
US5932505-1,13558
US6011145-3,13559
US6278011-2,13560
US6140368-3,13561
US5914785-4,13562
US6456383-0,13562
US6039957-0,13563
US6171596-0,13563
US3948897-1,13564
US3960864-1,13564
US3962211-1,13564
US4092472-2,13564
US6101015-1,13566
US5644177-2,13567
US6195381-1,13567
US6363092-1,13567
US5455008-0,13568
US6265157-7,13569
US5756924-0,13570
US5769621-0,13570
US5876195-0,13570
US6302682-0,13570
US6351579-0,13570
US6382957-0,13570
US6394788-0,13570
US6413077-0,13570
US6428307-0,13570
US6445457-0,13570
US6514069-0,13570
US6676402-0,13570
US4098903-2,13571
US4156739-1,13571
US5070192-0,13573
US5196307-0,13573
US5585269-0,13574
US6630197-2,13575
US4582921-2,13576
US4650887-2,13576
US4749802-2,13576
US4895991-2,13576
US5594446-2,13577
US4948733-0,13578
US5008108-3,13578
US5091376-0,13578
US4851393-3,13579
US4641387-1,13580
US4869136-0,13581
US4898051-0,13581
US5763509-0,13582
US5002645-0,13583
US6184034-0,13585
US6358723-0,13585
US6472385-0,13585
US6767997-0,13585
US6410228-1,13586
US6423693-3,13586
US4084883-0,13587
US4422764-0,13587
US6221275-1,13589
US6691554-0,13589
US4649405-0,13590
US4672404-1,13590
US4700353-3,13590
US4728616-1,13590
US6523392-1,13591
US5549118-1,13592
US4424201-2,13593
US5935075-3,13595
US6796866-3,13595
US4995443-0,13596
US5203398-0,13596
US5327955-0,13596
US4633083-1,13597
US6560610-0,13598
US6728732-0,13598
US5209776-2,13599
US5292362-2,13599
US5964747-0,13599
US5428149-0,13600
US5633361-0,13600
US6690029-1,13601
US4913152-2,13603
US5066272-0,13603
US5415181-2,13603
US5842977-1,13603
US6753694-0,13603
US6756809-0,13603
US5435843-2,13604
US5565028-2,13604
US4652521-1,13605
US5908624-1,13605
US5376323-0,13606
US5700288-0,13606
US5855606-0,13606
US5951602-0,13606
US6074420-0,13606
US6086801-0,13606
US6096079-0,13606
US6146419-0,13606
US6156065-0,13606
US6245960-0,13606
US6283998-0,13606
US6315796-0,13606
US6520989-0,13606
US4975581-2,13607
US6447366-0,13608
US6514207-0,13609
US5945037-0,13610
US6704331-2,13610
US5590657-1,13611
US6705993-0,13611
US6649907-0,13612
US6727497-3,13612
US5277196-2,13613
US5562101-2,13613
US5208491-0,13614
US6023742-0,13614
US5591872-4,13616
US6057288-4,13616
US6424665-1,13617
US6251878-5,13618
US6479284-5,13619
US4530974-3,13620
US4594900-2,13621
US5487969-0,13622
US5767265-0,13622
US5550214-0,13623
US4406003-0,13624
US4852973-1,13624
US4887885-1,13624
US5920415-1,13624
US4903536-3,13625
US5046375-3,13625
US6578464-0,13627
US6745663-0,13627
US6789456-1,13627
US6273949-2,13629
US5430135-4,13630
US6411381-1,13631
US5723103-3,13632
US6146615-1,13633
US6294152-1,13633
US5672491-2,13635
US5712146-2,13635
US5843718-2,13635
US5962290-2,13635
US6022731-2,13635
US6077696-2,13635
US6214573-2,13635
US6215007-2,13635
US6399382-2,13635
US6461838-2,13635
US6836736-2,13636
US6293223-1,13637
US5021335-2,13640
US5168038-2,13640
US5514545-0,13640
US5593863-0,13640
US5716785-3,13640
US5723290-0,13640
US5891636-3,13640
US5922553-0,13640
US5958688-0,13640
US6020136-0,13640
US6255060-0,13640
US6291170-3,13640
US6358681-3,13640
US6623965-0,13640
US6743592-1,13640
US5128244-4,13641
US5856124-1,13642
US6542650-1,13643
US6603890-3,13643
US5556949-0,13644
US5556949-1,13645
US6110590-3,13646
US4902506-1,13648
US5097020-1,13648
US5360897-1,13648
US6642348-0,13648
US5998995-1,13650
US6580070-1,13650
US6806465-5,13650
US6594524-1,13652
US6650779-3,13652
US6658287-2,13652
US6678548-0,13652
US4746117-1,13653
US4834370-1,13653
US6064512-1,13654
US4431627-0,13656
US4541957-1,13656
US4644003-2,13656
US4775759-4,13656
US4834645-0,13657
US6351983-4,13658
US6184024-5,13659
US6676936-5,13659
US6116911-2,13660
US6471519-2,13660
US5367065-0,13662
US5444166-0,13662
US5602322-0,13662
US5650553-0,13662
US5674701-0,13662
US5955652-0,13662
US6355778-0,13662
US4870066-1,13663
US4269193-0,13664
US4799491-0,13664
US4802488-0,13664
US4977784-0,13664
US6343129-2,13664
US6586859-3,13664
US6628040-2,13664
US6664718-2,13664
US6768246-2,13664
US6806621-3,13664
US6809462-3,13664
US6747126-0,13666
US6818740-0,13666
US6734973-1,13667
US5487889-0,13668
US6313373-0,13668
US6127127-0,13669
US6346387-3,13669
US6387625-0,13669
US5747326-3,13670
US5669914-0,13671
US5681354-0,13671
US5728162-0,13671
US4703647-0,13672
US6254914-1,13672
US6566125-2,13672
US6649196-0,13673
US6699681-0,13673
US6072041-2,13675
US6261787-2,13675
US6287817-2,13675
US6699681-1,13675
US6536018-1,13676
US5658784-0,13677
US5403980-0,13678
US4527293-0,13679
US5480434-0,13679
US5594446-1,13680
US5747809-0,13680
US6834233-0,13681
US5399377-0,13682
US5439541-0,13682
US5707782-0,13682
US5834114-0,13682
US6508962-0,13682
US6517906-0,13682
US6706361-0,13682
US5468775-2,13683
US5580894-1,13683
US5616615-2,13683
US6523559-3,13684
US4617913-0,13685
US6292105-3,13686
US4841968-2,13687
US4838093-2,13688
US4860594-2,13688
US4986135-2,13688
US6437215-1,13689
US6650919-0,13689
US6776987-0,13689
US4741343-2,13690
US4955380-0,13690
US5045151-0,13690
US5078137-0,13690
US5116464-0,13690
US5411540-0,13690
US5476494-0,13690
US5575813-0,13690
US5604976-5,13690
US5782645-3,13690
US5888591-4,13690
US6153269-4,13690
US6156435-4,13690
US4898734-3,13693
US5100668-0,13693
US5455039-0,13693
US5527532-0,13693
US5540928-0,13693
US5593974-2,13693
US5766584-0,13693
US6091980-2,13693
US6179858-2,13693
US5985822-0,13694
US4818684-0,13695
US5831064-3,13695
US5849564-3,13695
US5853734-3,13695
US5854398-3,13695
US5854418-3,13695
US5859225-3,13695
US5861500-3,13695
US5863787-3,13695
US5948676-3,13695
US6183751-3,13695
US6348586-3,13695
US5663657-3,13696
US5773989-0,13696
US5694934-0,13697
US5846197-0,13697
US6009341-0,13697
US6444873-0,13698
US6794147-1,13698
US4868311-1,13699
US5256648-1,13699
US5462733-0,13699
US5651993-0,13699
US5820872-0,13699
US6355238-0,13699
US5017806-0,13700
US5034951-0,13700
US4606034-0,13701
US4607371-0,13701
US4736381-0,13701
US6016027-3,13701
US6139384-3,13701
US6194833-3,13701
US6541915-0,13701
US6563257-1,13701
US6695664-0,13701
US6815891-0,13701
US6828730-0,13701
US5491133-2,13704
US5962425-2,13704
US5843683-0,13705
US5547650-0,13706
US6506435-5,13707
US4761367-0,13708
US4870066-0,13709
US4335276-2,13710
US6666831-0,13711
US4140753-0,13712
US4145336-0,13712
US4677057-1,13712
US4785077-1,13712
US5110730-0,13712
US5223427-0,13712
US5437864-0,13712
US5473051-2,13712
US5622931-0,13712
