mention-id,unique-id,name_first,name_last
US7772943-0,563,John,DeBoer
US6226331-0,460,Michael J.,Gambuzza
US6270293-1,845,William M.,Long
US5557887-1,723,Thomas M.,Sherlock
US6500880-0,846,Dennis P.,Parazak
US6154196-2,456,Scott,Rawlings
US7627663-0,74,Joseph,Salesky
US7872318-1,135,Amir A.,Yasseri
US7087567-0,847,Thomas,Connors
US8219129-0,587,David L.,Brown
US6870382-0,848,Michael P.,Harris
US7248484-0,849,Michael,Brooks
US5130745-2,526,Michael L.,Wash
US7748464-0,850,Shankar U.,Bhat
US7860799-0,570,Travis E.,Russell
US6069850-1,410,Robert Christopher,Dixon
US7426191-0,74,Joseph,Salesky
US6451261-6,185,Mark F.,Oldham
US5608430-1,607,Randy C.,Karambelas
US5988077-0,821,Nicola,Balderi
US7674753-0,851,Trinidad,"Munoz, Jr."
US6124758-2,829,Zhiqun,Hu
US8340750-0,475,Rajan,Prakash
US6001898-0,225,Mitchell E.,Lutz
US6945350-1,816,Daniel E.,Williams
US8209225-5,76,Ron,Hirson
US6823337-0,27,Troy David,Armstrong
US6259769-0,852,Kevin J.,Page
US7708516-0,853,Jonathan D.,Snook
US8126873-1,590,Wei,Hu
US5611059-9,468,Keith E.,Sarbaugh
US5993562-1,854,Jonathan N.,Warren
US6855198-1,497,David E.,Garlie
US8134916-1,21,Sean B.,House
US7104171-0,845,William M.,Long
US7562213-0,855,Natalie,Timms
US5649185-0,856,James J.,Antognini
US7831902-0,13,Alexander A.,Sourov
US7116326-1,834,Jonathan K.,Agree
US5138650-1,587,David L.,Brown
US6477651-0,857,Daniel M.,Teal
US6675874-2,858,James E.,Lindemuth
US6691148-0,859,John A.,Zinky
US7593387-1,334,Henri,Isenberg
US8282668-1,610,Richard T.,Briganti
US6761331-1,860,Martin Allen,Kebschull
US6790260-0,291,Mark William,Ackley
US8003194-1,34,Darran R.,Cairns
US6487235-0,101,Elliott,Hoole
US6551384-0,291,Mark William,Ackley
US6219669-0,459,Maurice W.,Haff
US7373907-2,594,Kenneth R.,"Seymour, II"
US6028396-0,861,Joseph F.,"Morrissey, Jr."
US7872856-1,862,Alexander J.,Smith
US6594184-1,863,Marc E.,Lamere
US6075807-0,186,Bruce G.,Warren
US5919222-0,864,Mark A.,Hjelle
US6909230-3,115,Paul E.,Burrows
US7531545-7,709,Tina Morgan,Ross
US8130059-1,357,Wayne H.,"Woods, Jr."
US8126228-1,865,Robert Lee,Angell
US7205235-2,866,Barry T.,Haygood
US6724394-2,2,John Erik,Lindholm
US8028302-2,449,Richard A.,McCoy
US8069487-4,511,Kurt E.,Godwin
US6042324-1,867,Ronald R.,Stevens
US7717939-2,412,Thomas V.,Doherty
US7155672-2,868,Peter A.,Korp
US7647530-0,528,Steven V.,Britt
US7058481-0,869,Mingxiao,Jiang
US8063174-0,194,John R.,Klaehn
US5992688-3,870,John,Newbold
US7263588-0,871,Elan,Moritz
US7853640-0,872,Glenn E.,Schuette
US7433227-1,269,Jon,Daley
US7605911-1,873,Robert K.,Grygier
US6928050-2,874,Glenn Russell,Swope
US6973989-0,816,Daniel E.,Williams
US7366991-1,13,Alexander,Sourov
US5810931-2,819,Igor,Kogan
US7904178-2,875,Jordon D.,Honeck
US6460012-0,801,Donald E.,Welch
US6490598-0,132,Kenneth J.,Taylor
US7984488-0,876,David B.,Cross
US7174306-0,803,Florence P.,Haseltine
US6493824-0,877,Manuel,Novoa
US5665118-2,30,Salvatore,Caldarise
US7516872-0,522,Eric J.,Boone
US5316970-2,878,Robert A.,Gruver
US8435874-3,879,Lionel,Riviere-Cazeaux
US5766311-0,291,Mark William,Ackley
US7925512-1,18,Brien H.,Muschett
US7738560-3,245,John P.,Comito
US8397295-0,880,Timothy Michael,Naftel
US6992992-4,381,Stuart T.,Linsky
US7838430-1,490,Dennis S.,Grimard
US5247350-0,667,Corwyn R.,Meyer
US5195151-0,881,Daniel R.,"Campbell, Jr."
US7382790-0,186,Bruce Gregory,Warren
US7653571-2,10,Karla J.,Mains
US7723451-5,28,Mark P.,Mack
US7192992-0,882,Sally W.,Ramsey
US5257162-0,133,Douglas,Crafts
US6487666-2,396,Gerald S.,Lathem
US6450611-6,513,Ronald Todd,Sellers
US6487666-0,883,Steven D.,Shanklin
US6546732-0,103,Craig Douglas,Young
US6956248-0,884,Kelly C.,Casey
US7545491-0,363,Daniel,Mueth
US4458027-1,28,Mark P.,Mack
US7351953-1,885,Ward,Lopes
US6813579-0,886,Eric J.,Meyer
US7655074-3,635,Bruce Allen,Boehrs
US8015651-5,144,Thomas A.,Sutrina
US8084756-1,304,Christopher J.,Owen
US6398339-0,37,Richard H.,Berg
US5541687-0,620,Douglas H.,Pearson
US8321721-3,106,Michael J.,Klemm
US7471936-0,150,Tim,Forrester
US5413494-0,548,James D.,Dewey
US3960993-0,809,Craig E.,Johnson
US5966454-1,887,Jay Van,Vark
US7676785-2,652,Reza,Chitsaz
US5409777-1,493,Larry D.,Bratton
US5895278-0,888,David T.,Humphrey
US7355515-0,409,Robert E,Lee
US6893619-1,356,Franklin Delano,Lomax
US5830068-9,505,Jon C.,Zaring
US7447712-4,889,Mark A.,Solomon
US4842550-0,234,Rupert J.,"Fry, Jr."
US5300842-1,321,Mark A.,Preston
US7291364-1,729,Mark E.,Fisher
US7735983-0,620,Douglas H.,Pearson
US7068974-0,381,Stuart T.,Linsky
US7970756-1,173,Sauraj,Goswami
US7606191-2,25,Dan,Durig
US8379206-1,148,Serguei,Koulikov
US7389652-0,597,Shields,Fair
US7606191-3,314,Robert C.,Lamb
US5402448-1,587,David L.,Brown
US6667472-1,791,Nils I.,Thomas
US7904401-0,59,Julian Timothy,Dolby
US7778749-0,15,Phillip,McGee
US8023227-2,523,Chaoyuan,Chen
US4634917-0,560,James E.,Dvorsky
US7655862-2,208,Rodney G,Rouleau
US7842585-1,890,Aditya,Agarwal
US7130445-0,664,Jan Matthias,Ruhl
US8171029-3,111,Yannis,Labrou
US6046543-2,115,Paul,Burrows
US6446982-2,723,Thomas J.,Sherlock
US6016428-1,656,Raymond C.,Henry
US5520359-2,421,John B.,"Stetson, Jr."
US7492704-3,891,Patrick Tam,Vo
US6075797-0,666,Nicholas A.,Thomas
US7647018-4,281,Lloyd A.,Williams
US7950547-1,892,Brett M.,Belongia
US8206790-0,225,Mitchell E.,Lutz
US5504487-0,71,Michael,Tucker
US6279001-0,831,Jason,DeBettencourt
US7522661-0,647,Michael A.,Nelson
US7143937-2,893,Anthony M.,Ferlaino
US6565802-2,293,Peter R. H.,Stark
US5411106-1,894,Marcelo F.,Civarolo
US7098523-0,895,David Jia,Chen
US5922278-1,293,Peter R. H.,Stark
US6735746-1,714,John W.,Maly
US6647546-0,896,Paul J.,Hinker
US7698506-0,375,Robert L.,Fair
US5794834-0,897,Steven W.,Hamblin
US6839716-1,348,Patrick M.,Dengler
US7819667-6,898,Andrew D.,Josephson
US7877490-3,650,Martin,Patterson
USD485339-2,635,Bruce Allen,Boehrs
US7414407-0,9,Tsili,Wang
US5981306-0,115,Paul,Burrows
US7553177-2,796,Owen R.,Barthelmes
US6005566-5,899,Oliver W.,Steele
US7787953-4,284,Joseph E.,Bange
US8326991-2,900,Edward V.,"Zorek, Sr."
US8454146-3,391,Kenneth E.,Trueba
US7035989-0,896,Paul,Hinker
US5471144-0,901,Thomas J.,Meyer
US8058299-1,902,Adrian Wai-Hing,Cheung
US5443898-0,6,Scott L.,Gessner
US7625746-0,544,Tim,Patno
US6320896-2,186,Bruce G.,Warren
US5895471-0,512,Peter F.,King
US6447094-0,37,Richard H.,Berg
US5384828-0,587,David L.,Brown
US7796089-0,903,David J.,Zwick
US8218144-2,339,Michael,Morrell
US6503221-2,406,Russel M.,Sampson
US5646939-2,904,James,Moran
US6381538-0,905,Paul Aaron,Robinson
US6437751-1,127,James E.,Smith
US6694316-1,906,Ajay,Talwar
US5472108-0,907,Donald A.,Skudlarek
US7451137-0,800,Ioan Bogdan,Crivat
US7589497-1,908,Youssef,Daou
US7056088-0,909,Flor Del Carmen,Rivas
US8383875-0,3,Andrew Mark,Long
US5862340-0,910,David Corder,Reynolds
US6963413-2,286,Mary Ann,Sprague
US7463955-0,905,Paul A.,Robinson
US7173527-3,409,Robert E.,Lee
US6963270-1,524,Ronald,Salesky
US6980067-0,150,Tim,Forrester
US7752371-1,745,Jason,Herrick
US5366601-0,402,William R.,Jones
US7460561-0,101,Elliott,Hoole
US7172269-0,322,Tyler,Sims
US7846093-3,301,Kevin R.,Strauss
US6476599-0,812,Perry Robert,Czimmek
US8333955-2,911,John R.,Castro
US7155290-2,284,Joseph E.,Bange
US8117344-5,912,Sean Michael,Quinlan
US7542972-1,244,Duane,Anderson
US7206936-2,533,William E.,Freeman
US6986867-2,293,Peter R. H.,Stark
US6792430-0,913,Jeffrey D.,Kenyon
US8218838-1,261,Kenneth W.,"Tobin, Jr."
US6497924-4,115,Paul E.,Burrows
US8475056-4,914,Michael,Au
US4750575-0,915,Francesco L.,Carnevale
US5810909-3,291,Mark William,Ackley
US6452340-0,861,Joseph F.,"Morrissey, Jr."
US8431313-0,113,William Y.,Fowlkes
US5313251-1,94,Thomas E.,Madden
US5166858-1,88,Roger D.,Carpenter
US8141798-2,916,Stephen R.,Ide
US8363281-0,602,David A.,Neese
US6691567-0,398,Keith,Walker
US8185701-4,573,Terence P.,Purcell
US6751702-1,917,Glenn,Ferguson
US5540657-0,918,Christine M.,Kurjan
US7624344-0,428,Gordon Scott,Mindrum
US5432670-2,878,Robert A.,Gruver
US8432095-5,115,Paul E.,Burrows
US5820048-1,919,Arnold,DeCarlo
US6597246-1,920,Scott G.,Gibbons
USD481518-10,921,Tim E.,Kerstetter
US7243348-2,922,Gene Ho,Kim
US7617906-0,816,Daniel E.,Williams
US5523659-0,923,Donald A.,Swenson
US6098089-1,161,Marc,Tremblay
US7964529-1,163,Marc,Privitera
US7390304-2,707,Michael G.,Snow
US7299426-0,86,Henry A.,"Bonges, III"
US7239921-1,692,Kate E.,Purnell
US7783935-0,183,Larry J.,Thayer
US8064205-1,671,James R.,Utz
US6040969-0,924,Peter G.,Winch
US6560447-3,786,James,Mittel
US8182963-0,433,Mahmoud H.,Abd Elhamid
US6490968-0,225,Mitchell E.,Lutz
US7063827-3,925,Paul Francis,Valerio
US7635588-3,185,Mark F.,Oldham
US7796504-1,246,Srinivas V.,Makam
US7028367-3,609,Victor K.,Paulsen
US8267266-0,926,Michael R.,Mooney
US6520641-1,927,Bill,Schultz
US5669698-1,23,Brent J.,Bos
US6605403-1,481,David M.,Payne
US7467432-0,928,Ruth L,Brogan
US5504461-1,514,Ronald E.,Sorace
US7776313-3,929,Omar,Perez
US7173514-1,517,James S.,Murray
US7260563-0,489,Bibhu Ranjan,Priyadarshi
US7393818-1,387,Herbert J.,Kaiser
US5645990-0,930,Jack D.,Love
US8071947-0,931,John,Garman
US8182188-2,113,William Y.,Fowlkes
US7521881-2,517,James S.,Murray
US6990666-1,461,Dave D.,McCrory
US7035425-0,554,Steven W.,Hutt
US8355525-0,521,Tyler J.,McKinley
US7652267-1,304,Christopher J.,Owen
US7667647-0,932,Thomas J.,Breen
US6181887-1,376,Michael B.,Monahan
US7095908-0,933,Marc Everett Andrew,Jarvis
US7850233-0,780,Ryan,Shafer
US7689012-1,313,Joseph Andrew,Tykowski
US7106892-1,934,Raja,Muthupillai
US7739055-1,935,Kyle,Jensen
US5310039-0,815,Richard R.,Butera
US7239399-3,212,John D.,Gaida
US7279237-4,115,Paul E.,Burrows
US7333625-1,936,Shawn,Pasternak
US7574496-0,461,Dave D.,McCrory
US8244377-2,48,Kristen N.,Jaax
US6902830-8,115,Paul E.,Burrows
US6674689-1,670,Marek K.,Czernuszenko
US7644758-1,442,Stephen L.,Crow
US6957300-0,330,Edwin S.,Olds
US6236186-1,372,David,Nierescher
US8108254-2,743,Olga L.,Natkovich
US8127844-5,937,John,Lassek
US8059820-2,876,David B.,Cross
US5674311-3,291,Mark William,Ackley
US5386486-1,938,Douglas A.,Parker
US7362336-2,94,Thomas E.,Madden
US6662220-0,661,John E.,Meyer
US7668666-2,65,Matthew,Dock
US6374525-0,791,Nils,Thomas
US6052047-4,939,Kenneth N.,Skoug
US7214802-4,940,Matthew Russell,Netherton
US7834816-0,462,Ronald A.,Marino
US7425807-0,674,David E,Perkins
US7873399-1,941,Chia-Ming,Chiang
US7444556-0,942,Matthew L.,Welborn
US7702745-0,205,Yun,Lin
US7895376-2,16,Gregory Michael,Nordstrom
US6508825-7,327,E. Richard,"Hill, III"
US5619341-1,116,Brett L.,Lindsley
US7236575-2,50,Alexander,Mashinsky
US8346675-2,254,Dale E.,Redford
US6223188-1,943,Eric D.,Bergman
US6212398-1,656,Raymond C.,"Henry, Jr."
US7349904-0,492,Jason J.,Illg
US6170374-0,944,John M.,Irvin
US7471135-0,945,Vijay Kumar Srinivasa,Raghavan
US4880471-0,387,Herbert J.,Kaiser
US6745067-1,81,Roger J.,Greenwald
US7456835-0,2,John Erik,Lindholm
US6210812-1,95,Jeffrey Allen,Conner
US7545981-0,286,Mary Ann,Sprague
US5657420-4,946,S. Katherine,Lam
US6549561-0,947,James A.,Crawford
US6572494-1,444,George R.,Wallace
US7000213-2,948,Malay,Haldar
US6215694-4,949,Tri M.,Hoang
US6597629-0,366,Jaroslav,Raszka
US6240882-0,950,Schon A.,Gross
US5925455-0,136,Charles L.,Bruzzone
US7089603-0,641,Kevin R.,Ketterer
US7634614-1,487,Murthy,Kompella
US4772649-3,176,Laura B.,Weaver
US5960160-1,457,Richard R.,Martin
US6371597-1,508,Jeffrey Louis,Sangalli
US4726889-0,930,Jack D.,Love
US6684136-0,951,Barry,Sinex
US6043785-0,462,Ronald A.,Marino
US6655749-4,589,M. Nabeel,Tarabishy
US7344357-1,909,Flor Del Carmen,Rivas
US6031653-0,952,Yu,Wang
US5119550-2,113,William Y.,Fowlkes
US6754788-1,953,Jonathan Allen,Wildstrom
US7898481-3,954,Roger L.,Scheer
US6587780-0,177,Karen I.,Trovato
US5930427-0,938,Douglas,Parker
US5278211-0,697,Rama S.,Chandran
US7506745-0,502,Patrick M.,McGuire
US6506343-3,185,Mark F.,Oldham
US4928314-1,786,James G.,Mittel
US6042012-4,612,James W.,Ring
US5268037-0,571,Troy,Glatfelter
US5414821-0,955,John Z.,Nguyen
US4926860-2,825,Steven C.,Christian
US7460467-0,224,Kevin F.,Corcoran
US7109999-0,2,John Erik,Lindholm
USD592302-0,956,John R.,Stokes
US8260858-0,600,Steven,Belz
US5969021-1,957,Sehyun,Kim
US8424553-0,919,Arnold V.,DeCarlo
US6438367-0,947,James A.,Crawford
US7376710-1,665,Jeffrey Dean,Lanning
US7733899-1,581,Scott,Hubbard
US6866955-1,484,Glenn W.,Skala
US6822379-3,958,Niranjan,Thirukkovalur
US7603563-4,328,Edward J.,Allard
US5007659-0,761,Yoram,Guy
US7175624-1,412,Thomas V.,Doherty
US8474228-3,32,Paul,Russell
US6392757-0,199,Neal,Manowitz
US6622044-0,284,Joseph E.,Bange
US7919126-2,599,Robert E.,Lee
US7029636-2,959,Richard,Crowe
US5940843-6,960,Dmitry,Prohorov
US5739666-0,372,David S.,Nierescher
US6025744-3,247,Samuel K.,Weinstein
US7160142-0,41,David C.,Hughes
US7934556-5,937,John,Lassek
US7577108-0,399,Ying,Zhang
US6643875-0,152,Karen L.,Boso
US4977419-0,526,Michael L.,Wash
US6665079-5,961,C. David,Cremer
US8271468-0,669,Nicholas K.,Peddy
US5729531-4,656,Raymond C.,Henry
US6887301-0,356,Franklin D.,Lomax
US6839751-1,962,Joseph R.,Maixner
US8248762-2,568,Seshagiri R,Marellapudi
US5663758-0,963,Gregory,Linville
US7939422-1,397,Jing,Tang
US6108314-0,405,Wesley Stuart,Jones
US7445938-0,107,David G.,Angeley
US8084240-3,120,Andrew,Shaw
US7716344-0,74,Joseph,Salesky
US5300531-0,176,Laura B.,Weaver
US6190661-0,210,Mark R.,Kelley
US4977023-1,6,Scott L.,Gessner
US6519613-1,964,Gary Howard,Sockut
US7787330-1,965,Kyle,Yost
US5881169-0,656,Raymond Charles,"Henry, Jr."
US6241733-1,499,Scott G.,Tromanhauser
US6275781-1,966,Johannes I.,Boerhout
US5612123-0,6,Scott L.,Gessner
US6317708-0,85,Michael J.,Witbrock
US6419009-0,967,Christian Thomas,Gregory
US5805804-3,968,Farzad,Nazem
US8165765-0,419,Frank A.,DeMarco
US7937421-0,969,Paul A.,Mikesell
US6872183-0,406,Russell M.,Sampson
US5248397-2,56,Jerry J.,Kaczur
US6468828-0,571,Troy,Glatfelter
US6927400-0,454,Jørgen,Rasmussen
US7036814-0,267,Hieyoung W.,Oh
US6800376-3,95,Jeffrey Allen,Conner
US6988881-2,47,Daniel J.,Kasprzyk
US7496387-2,49,James Randall,Logan
US7553235-3,970,Robert C.,Tedesco
US6008431-0,30,Salvatore,Caldarise
US4979090-3,144,Thomas,Sutrina
US6141205-2,574,William L.,Johnson
US6903780-0,236,Hugh,Mair
US5278584-4,391,Kenneth E.,Trueba
US7562405-0,928,Ruth L.,Brogan
US5594347-5,548,James D.,Dewey
US5976598-8,383,Robert M.,"Sauer, Jr."
US5618633-1,971,Terry M.,Nelson
US5625396-4,391,Kenneth E.,Trueba
US8260845-0,82,Paul,Colton
US4926442-0,972,Eugene R.,Bukowski
US6912280-0,656,Raymond C.,Henry
US7485335-0,223,Plaridel K.,Villareal
US7494516-4,237,Mark G.,Voss
US7583555-2,775,Matthew Levi,Severson
US4864000-1,706,David C.,Kapp
US6655580-0,973,Michael Jared,Ergo
US7817162-4,974,Rick,Klein
US7156510-1,72,Eric A.,Merz
US7821866-0,945,Vijay Kumar Srinivasa,Raghavan
US6778012-0,134,Larry,Kirn
US6777005-2,238,Margaret M.,Buck
US7817162-2,975,Jason,Ebensberger
US4289679-0,28,Mark P.,Mack
US7210111-1,714,John Warren,Maly
US6750242-0,662,David,Gurley
US7070933-0,202,Kenneth A.,Browne
US6053675-2,976,John P.,Streich
US7094378-0,822,Raymond Paul,"Goodrich, Jr."
US6834942-0,391,Kenneth E,Trueba
US6359435-0,812,Perry Robert,Czimmek
US6932720-1,225,Mitchell E,Lutz
US7940556-1,269,Jon,Daley
US7016976-1,743,Olga,Natkovich
US7483165-3,977,Ricky E.,Robbins
US7551723-5,209,Benjamin A.,Knott
US8252228-1,137,Thierry,Glauser
US7111292-0,978,William B.,Bonnett
US5084148-0,56,Jerry J.,Kazcur
US4588513-0,833,Carol A.,Triebel
US7480042-2,185,Mark F.,Oldham
US6458473-0,95,Jeffrey A.,Conner
US7302101-1,92,Mokhtar,Sadok
US7803824-1,478,Iok-Hou,Pang
US6928195-2,979,Richard D.,Irving
US7549090-2,16,Gregory Michael,Nordstrom
US6442571-0,459,Maurice W.,Haff
US6793665-1,610,Richard T.,Briganti
US8186748-0,980,Arun,Chickmenahalli
US5830007-0,234,Rupert J.,Fry
US6857892-0,636,Raymond Bruce,McLauchlan
US6905715-4,238,Margaret M.,Buck
US6743184-0,406,Russel M.,Sampson
US7373035-0,322,Tyler,Sims
US8024043-0,284,Joseph E.,Bange
US7895626-0,792,Nikolaos,Georgis
US5125042-0,981,Richard,Kerr
US7659746-1,775,Matthew Levi,Severson
US5065590-1,237,Mark G.,Voss
US5449819-2,982,Ralph J.,"Magliette, Jr."
US6826590-4,983,Michael D.,Hirst
US7094258-1,628,Robert Kevin,Moore
USD501189-0,984,Franco,Lodato
US8176432-2,340,Alex,Louie
US7710803-0,945,Vijay Kumar Srinivasa,Raghavan
US7024026-1,985,Matthew L.,Whitaker
US8299278-0,986,William H.,Gong
US6300822-2,811,Kent R.,Townley
US6558828-0,987,Jingdong,Guo
US7880611-0,865,Robert L.,Angell
US5806955-1,361,David G.,Pelka
US5415482-1,988,Jeffrey R.,Kaufman
US6943791-0,799,Mark E.,Pascual
US8025183-1,989,Peter A.,Piscopo
US7024386-0,990,Gregory D.,Mills
US5109939-0,315,Richard,Conaway
US7029755-0,215,Richard N.,Terry
US4701673-0,991,James L.,Lagree
US5996117-0,350,Edward M.,Goldsmith
US8272710-2,685,Richard C.,Reem
US8171877-0,992,Jason,Augustino
US6487713-3,283,Timothy Andrew,Lewis
US7490343-2,245,John P.,Comito
US7869352-4,452,Wendy R.,Cartee
US6311290-2,826,Andrew H.,Gafken
US6948862-0,993,Joe D.,Brown
US4744188-0,735,Greg M.,Ahren
US6188134-0,598,Michael F.,Stumborg
US6225338-2,238,Margaret M.,Buck
US7136709-3,58,Mauro,Dresti
US5890265-1,994,Mark E.,Federspiel
US6201763-0,436,Brian S.,Bourgeois
US6754700-0,995,Robert B.,Gordon
US5689709-2,996,Mark S.,Igra
US7203040-2,991,James L.,Lagree
US5033292-0,654,David A.,Dennis
US6961843-1,161,Marc,Tremblay
US7546165-2,997,David,Durand
US6603845-1,481,David M.,Payne
US4606843-0,56,Jerry J.,Kaczur
US7049529-0,998,Mark S,Vogel
US7485333-1,223,Plaridel K.,Villareal
US6219165-1,145,Eduard,Sackinger
US4349171-0,999,Mark H.,Baldwin
US5585357-8,709,Tina M.,Ross
US6166797-0,136,Charles L.,Bruzzone
US6118932-2,299,Edgar S.,Thaxton
US7347364-2,711,Sih Y.,Lee
US7516157-2,1000,Matthias,Leibmann
US7851981-0,1001,Steven J.,Altamura
US6385292-3,1002,Douglas,Snyder
US6451142-1,401,Mark Timothy,Sullivan
US4589880-1,215,Richard N.,Terry
US5279972-2,402,William,Jones
US6684936-1,1003,James J.,Archibald
US7783611-2,375,Robert L.,Fair
US6603952-0,1004,Keith,Hoene
US7764496-1,862,Alexander J.,Smith
US7754610-1,1005,Jinhan,Choi
US7031564-0,322,Tyler,Sims
US6263437-1,512,Peter F.,King
US7868900-0,141,Saad Ahmed,Sirohey
US7600029-0,50,Alex,Mashinsky
US7457866-1,1006,Sahn,Lam
US7761503-3,637,Rajagopalan Badri,Narayanan
US7505604-2,1007,Jeffrey James,Shirer
US7595212-0,322,Tyler,Sims
US7086167-0,1008,Thomas P.,Foran
US8119704-3,137,Thierry,Glauser
US6764795-1,1009,Robert A.,Soper
US7505604-1,92,Mokhtar,Sadok
US7289975-2,1010,Harshad N.,Kamat
US5406889-1,1011,Virginia E.,Chandler
US8280013-2,209,Benjamin A.,Knott
US7597766-4,1012,Kathleen A.,Fix
US8062262-2,956,John R.,Stokes
US6782122-1,92,Mokhtar M.,Sadok
US8064959-0,150,Timothy,Forrester
US5483541-0,381,Stuart T.,Linsky
US6957208-2,896,Paul J.,Hinker
US7848035-1,1013,Theodore B.,Hill
US7764781-2,548,James D.,Dewey
US6096503-1,515,Karl W.,Hasel
US5286002-0,379,John,Bergstrom
US7333865-1,1014,Harold G.,Sampson
US6819315-2,112,Kathryn L.,Parker
US6514244-1,1015,Anthony J.,Durkin
US6888943-0,946,Katherine S.,Lam
US7801941-2,540,Will,Meyer
US5566986-4,1016,Matthew J.,Kelley
US6888943-1,676,Kamran,Moallemi
US7801941-3,539,Jonathan,Oakes
US5710822-0,1017,Shawn K.,Steenhagen
US7161426-0,829,Zhiqun,Hu
US7433406-3,245,John P.,Comito
US7822688-0,111,Yannis,Labrou
US8128408-1,808,Jeff,Wright
USD679570-4,897,Steven,Hamblin
US4565686-0,1018,Kaplesh,Kumar
US7436571-4,612,James W.,Ring
US5688426-1,17,Michael M.,Stepan
US6025746-0,262,Jason Siucheong,So
US6869784-4,1019,J. Matthew,Mauro
US6305077-0,95,Jeffrey A.,Conner
US7877265-2,209,Benjamin A.,Knott
US7537844-8,115,Paul E.,Burrows
US5117992-0,1020,Anthony P.,"Simkus, Jr."
US6786604-1,136,Charles L.,Bruzzone
US7144871-6,278,Christopher,Morrison
US6727917-6,112,Kathryn L.,Parker
US7734809-2,63,Guenael T.,Strutt
US5577493-1,361,David G.,Pelka
US5883875-1,873,Robert K.,Grygier
US8179842-0,25,Dan,Durig
US6004211-9,505,Jon C.,Zaring
US5337674-1,1011,Virginia E.,Chandler
US7942888-0,610,Richard T.,Briganti
US7704395-0,363,Daniel,Mueth
US6465174-2,1021,Dmitry Yuryevich,Guschin
US7493424-0,24,Naveen,Bali
US6644166-1,370,Jeffrey Taylor,Stroup
US5006900-2,113,William Y.,Fowlkes
US6591295-0,1022,David Lane,Diamond
US5167730-0,387,Herbert J.,Kaiser
US7512928-2,1009,Robert,Soper
US5943815-0,180,Joseph,Paganessi
US7802005-2,1023,Malcolm R,Dwyer
US7873816-2,824,Matthew R,Tubbs
US5953112-0,67,Eric,Rosow
US6882334-0,667,Corwyn R.,Meyer
US7410446-0,419,Frank A.,DeMarco
US7555404-0,496,Joseph Daniel,Brennan
US7034097-3,1024,Johnny D.,"Massie, II"
US7331858-2,1025,Michael P.,Casey
US6823060-2,219,Neil A.,Ostroff
US7895185-3,573,Terence Patrick,Purcell
US5403496-1,1012,Kathleen A.,Fix
US7957001-4,460,Michael J.,Gambuzza
US8255630-0,24,Naveen,Bali
US4574351-6,1026,Thomas M.,Walker
US7754756-3,940,Matthew R.,Netherton
US7227630-1,81,Roger J.,Greenwald
US8468356-2,1027,Vedvyas,Shanbhogue
US7294505-0,1028,Thomas E.,Wagner
US6594302-0,355,James L.,Lansford
US8361155-3,628,Robert Kevin,Moore
US6904585-0,390,Mark A.,Brittain
US7181915-3,103,Craig D.,Young
US6411854-0,300,George,Tziviskos
US6668444-1,1029,Kimberly M.,Borgmeier
US7833331-1,695,Andrew Wells,Phelps
US5549400-0,1030,Manh,Tang
US6102996-0,846,Dennis P,Parazak
US8266951-0,312,Gregory,Kaduchak
US8009397-1,83,Michael G.,Khazhinsky
US7947011-0,285,Janel A.,Birk
US7940974-4,141,Saad Ahmed,Sirohey
US6848841-0,33,Robert A.,Cochran
US7773114-0,792,Nikolaos,Georgis
US8323341-3,628,Robert Kevin,Moore
US5903428-0,490,Dennis S.,Grimard
US6633818-1,515,Karl W.,Hasel
US7127684-0,11,Mark M.,Morita
US6957078-1,381,Stuart T.,Linsky
US6560432-0,536,Joy L.,Longhenry
US8189566-1,1031,Rajnish,Jain
US8271729-0,588,Jian,Li
US6706342-1,1032,Terry Otto,Jensen
US7024827-0,1033,Steven D.,Gregory
USD438464-0,1034,Debbie A.,Newhouse
US7149238-6,101,Elliott,Hoole
US7380261-4,245,John,Comito
US6844880-0,2,John Erik,Lindholm
US7225400-2,1035,Pavel,Zeman
US6007498-1,601,William H.,Fleming
US7218222-1,409,Robert E.,Lee
US5891711-0,1036,Sean R.,Carter
US6092152-0,161,Marc,Tremblay
US5735359-0,583,Mark H.,Lee
US6770095-4,294,Missoum,Moumene
US4684937-0,19,Jonathan M.,Schine
US5557742-1,1037,Steven R.,Snapp
US7899714-4,73,Ellis M.,Verosub
US7695499-3,175,Aurelian,Bruneau
US5101120-0,86,Henry A.,"Bonges, III"
US7894990-0,9,Tsili,Wang
US8045240-3,977,Ricky Earl,Robbins
US7761827-4,948,Malay,Haldar
US7545145-0,9,Tsili,Wang
US6078967-0,1038,Patrick W.,Fulghum
US5545970-1,786,James G.,Mittel
US7043647-3,263,Jeffrey S.,Autor
US6711811-1,849,Michael Alan,Brooks
US6181946-1,184,Anil N.,Patel
US6074512-8,490,Dennis,Grimard
US6557007-2,1039,Brian D.,Kleinfall
US7424608-0,64,Vijaykumar,Cherukumudi
US7455743-1,1040,Gaston,MacMillan
US6370000-0,884,Kelly C.,Casey
US7651517-1,412,Thomas V.,Doherty
US7017529-0,356,Franklin D.,"Lomax, Jr."
US7913765-0,442,Stephen L.,Crow
US5584502-1,1041,Thomas J.,Hawkins
US7226636-3,483,Jurgen G.,Schmidt
US5371361-4,612,James W.,Ring
US5961528-0,285,Janel A.,Birk
US7115343-0,268,Ronald L.,Gordon
US7883819-0,433,Mahmoud H.,Abd Elhamid
